session_id,user_id,movie_id,watch_date,watch_duration_minutes,progress_percentage,location_country,rating
011093,05397,0891,2024-08-15,25.7,29.6,USA,2
011094,03466,0512,2025-10-14,54.7,36.3,USA,
011095,02712,0340,2024-12-14,13.3,19.7,USA,
011096,02408,0608,2025-12-09,80.0,24.9,USA,4
011097,08815,0385,2025-07-21,73.0,66.5,Canada,
011098,05589,0483,2025-05-06,96.9,84.7,Canada,
011099,06105,0917,2024-12-08,99.7,,USA,
011100,05748,0454,2025-04-30,30.4,11.1,USA,
011101,01724,0467,2025-02-11,64.6,31.9,USA,
011102,07225,0995,2025-09-08,,83.2,USA,
011103,01920,0848,2024-05-24,27.6,,USA,
011104,00919,0781,2024-10-05,52.7,97.9,USA,
011105,04216,0974,2025-07-04,,28.5,Canada,
011106,00582,0010,2025-03-09,29.5,71.7,Canada,
011107,03882,0397,2025-12-13,117.8,86.2,Canada,
011108,09879,0352,2025-08-01,,71.2,USA,4
011109,03910,0222,2025-09-08,43.2,59.6,USA,
011110,02000,0198,2024-08-01,41.5,4.0,USA,
011111,00401,0461,2024-04-09,130.5,96.5,USA,
011112,03649,0121,2025-11-17,125.0,61.1,Canada,4
011113,05446,0191,2025-05-08,55.6,75.2,USA,
011114,02629,0978,2025-10-12,76.7,93.1,Canada,
011115,01657,0850,2024-10-21,15.7,2.2,Canada,
011116,00621,0727,2024-02-15,,41.3,Canada,
011117,00247,0228,2024-02-08,,62.0,Canada,
011118,05213,0412,2025-10-13,63.0,59.9,USA,
011119,03340,0177,2025-10-05,34.6,80.6,USA,
011120,06759,0646,2024-08-30,17.4,,USA,
011121,07087,0144,2025-07-17,93.9,13.0,USA,
011122,03011,0409,2025-01-24,38.8,47.4,Canada,4
011123,04720,0524,2024-09-11,50.6,48.5,USA,
011124,02369,0764,2025-11-25,89.7,47.5,USA,
011125,01840,0170,2025-09-03,19.6,21.2,USA,
011126,02904,0924,2025-08-13,129.7,26.9,USA,
011127,06206,0285,2024-05-22,18.9,72.0,USA,
011128,04396,0822,2025-05-16,1.3,64.1,USA,
011129,05768,0347,2025-12-25,,,Canada,
011130,03692,0973,2025-04-22,9.3,63.0,USA,
011131,07471,0464,2025-06-12,20.2,57.1,USA,
011132,03842,0598,2024-03-16,64.8,5.7,Canada,
011133,04349,0788,2025-02-28,20.6,31.0,USA,
011134,06622,0763,2024-07-20,65.1,0.8,USA,
011135,01393,0289,2024-03-20,5.9,46.8,USA,
011136,06061,0711,2024-01-06,21.0,88.3,USA,4
011137,04256,0228,2024-12-06,20.3,36.0,Canada,
011138,04301,0492,2024-02-14,,28.5,USA,
011139,03339,0393,2024-12-28,40.1,60.0,USA,
011140,05488,0116,2024-11-20,123.8,,Canada,
011141,03515,0395,2024-09-16,,33.4,USA,
011142,00760,0345,2025-08-18,2.2,6.3,Canada,
011143,09916,0289,2024-07-13,68.2,59.1,Canada,
011144,08622,0554,2025-06-19,51.7,33.4,USA,3
011145,06794,0879,2025-04-14,56.7,,Canada,
011146,02460,0852,2024-03-13,140.6,48.0,Canada,2
011147,05274,0226,2024-04-04,24.5,30.9,Canada,
011148,01719,0315,2025-02-02,98.9,61.4,Canada,
011149,09458,0699,2024-06-18,8.4,45.9,USA,
011150,05424,0537,2025-03-30,30.7,90.0,Canada,
011151,01309,0882,2025-04-08,42.8,63.4,Canada,1
011152,01051,0620,2024-05-23,29.5,0.7,USA,
011153,05480,0975,2025-06-28,45.1,25.6,Canada,3
011154,02250,0411,2024-05-11,788.0,28.0,Canada,
011155,02810,0498,2024-01-15,109.3,35.7,Canada,
011156,02922,0481,2024-09-24,71.8,,Canada,
011157,04677,0223,2025-09-08,34.9,64.9,USA,
011158,04042,0655,2024-02-05,78.1,56.2,Canada,
011159,02418,0077,2025-11-10,97.0,8.2,Canada,
011160,00533,0041,2024-05-09,25.5,26.7,USA,3
011161,09091,0848,2024-11-23,22.5,66.0,USA,
011162,08168,0222,2025-03-27,29.2,,Canada,4
011163,01470,0977,2025-04-16,52.4,32.8,USA,
011164,09445,0210,2024-07-14,7.3,,USA,2
011165,07293,0405,2024-08-27,106.1,38.2,USA,
011166,08962,0352,2025-05-15,81.8,89.9,USA,
011167,09026,0460,2025-01-30,38.4,57.6,Canada,
011168,07143,0631,2024-08-27,617.6,44.0,USA,1
011169,06001,0057,2024-03-24,91.8,22.9,USA,
011170,07082,0769,2025-11-05,28.8,61.1,Canada,
011171,04650,0845,2025-11-05,108.3,29.6,USA,4
011172,06932,0712,2025-01-27,102.2,2.4,Canada,
011173,03425,0044,2025-12-15,29.6,,Canada,
011174,01092,0753,2024-01-30,11.7,68.1,USA,
011175,09389,0250,2024-02-06,58.5,94.9,USA,
011176,09853,0846,2024-03-22,87.4,63.7,USA,
011177,07850,0080,2025-11-06,,32.2,Canada,
011178,04655,0562,2024-05-07,76.3,84.7,USA,
011179,00261,0787,2024-11-11,10.3,12.9,Canada,
011180,05937,0586,2024-12-30,,26.5,USA,3
011181,09378,0191,2025-04-06,64.7,35.5,USA,4
011182,04371,0223,2024-08-01,22.9,11.7,USA,
011183,04302,0996,2025-12-10,,13.1,Canada,
011184,07208,0963,2025-09-02,78.0,85.6,Canada,
011185,05820,0130,2025-08-02,76.3,8.8,Canada,
011186,09059,0485,2024-03-03,42.5,34.1,USA,
011187,00093,0146,2025-05-24,42.3,10.3,USA,
011188,05162,0142,2025-05-11,113.7,22.2,USA,
011189,07633,0962,2024-09-12,72.4,10.7,USA,
011190,09544,0664,2025-01-16,137.7,75.8,USA,
011191,06209,0318,2025-04-20,45.0,83.9,USA,2
011192,08557,0578,2024-06-15,89.9,85.1,Canada,
011193,04917,0024,2025-07-24,63.3,70.9,Canada,
011194,03719,0974,2024-05-17,189.3,80.6,USA,
011195,06126,0696,2025-10-31,7.4,80.4,Canada,
011196,01925,0257,2024-09-05,152.1,,Canada,
011197,03096,0046,2025-04-03,36.7,81.4,Canada,
011198,06684,0629,2024-03-22,32.6,45.0,USA,
011199,05182,0587,2024-11-13,23.6,94.8,Canada,
011200,02539,0527,2024-08-08,88.8,30.4,USA,
011201,09489,0889,2024-01-10,61.1,94.6,USA,
011202,02277,0392,2024-03-10,139.2,27.8,USA,1
011203,08195,0925,2025-04-04,74.9,62.4,Canada,
011204,09946,0507,2025-09-23,41.0,,USA,5
011205,00911,0286,2024-01-20,32.8,62.7,Canada,5
011206,00307,0746,2024-11-25,,86.8,Canada,
011207,06576,0857,2025-12-20,5.2,62.7,Canada,
011208,04232,0835,2024-02-15,129.9,23.8,Canada,
011209,06029,0257,2025-03-05,138.8,37.7,USA,
011210,06659,0987,2025-09-25,24.2,61.4,USA,
011211,06337,0664,2025-02-03,71.6,20.3,USA,4
011212,09631,0792,2025-09-10,34.8,95.4,Canada,
011213,00873,0104,2025-07-02,61.9,83.9,USA,
011214,01142,0131,2024-03-21,34.6,42.7,USA,2
011215,00666,0449,2025-09-24,64.9,85.6,USA,
011216,08401,0569,2024-11-29,46.7,87.4,USA,
011217,00952,0327,2025-02-27,,96.0,USA,
011218,09250,0790,2024-09-07,99.7,39.8,USA,
011219,04723,0631,2024-10-31,,,Canada,
011220,04009,0374,2025-07-04,31.7,19.9,Canada,
011221,06656,0267,2024-10-30,55.0,79.4,Canada,
011222,06191,0452,2025-05-10,125.4,8.7,USA,
011223,00772,0082,2025-06-30,67.5,83.9,USA,4
011224,04031,0395,2025-06-23,10.5,5.4,USA,
011225,07860,0737,2025-01-11,93.2,17.3,USA,
011226,00522,0107,2024-09-30,63.0,58.2,USA,2
011227,03356,0617,2024-02-07,18.8,29.8,USA,3
011228,01401,0578,2024-06-28,66.9,95.4,USA,2
011229,03724,0438,2025-08-22,,63.0,USA,
011230,06580,0727,2025-03-20,,38.1,USA,4
011231,03248,0985,2025-08-11,,37.6,USA,5
011232,01859,0521,2024-11-18,178.9,43.6,USA,
011233,04782,0532,2024-10-18,66.8,66.2,Canada,
011234,04065,0622,2025-10-14,26.9,13.4,USA,
011235,02399,0751,2025-07-16,,42.4,USA,
011236,00143,0777,2025-10-16,101.6,19.1,USA,
011237,05063,0701,2024-06-08,68.7,,USA,
011238,03470,0911,2025-07-16,190.4,58.0,USA,5
011239,03696,0573,2025-12-22,77.5,24.8,USA,
011240,00718,0764,2024-01-10,20.9,47.2,Canada,
011241,00643,0930,2025-10-04,40.0,11.9,USA,
011242,02549,0640,2024-06-05,64.8,77.2,USA,
011243,08562,0975,2025-10-16,51.0,78.7,USA,
011244,03651,0353,2025-05-17,185.5,44.3,USA,3
011245,07550,0748,2024-09-21,81.1,54.7,USA,3
011246,08979,0662,2025-08-30,138.7,13.9,USA,
011247,00950,0180,2024-11-20,165.4,28.9,Canada,
011248,05445,0996,2024-05-10,91.7,83.1,USA,5
011249,00522,0845,2024-04-21,132.7,1.0,USA,
011250,06633,0510,2025-04-28,,88.8,USA,
011251,06049,0170,2024-12-12,88.3,87.8,USA,
011252,00355,0526,2024-11-26,139.0,86.0,USA,
011253,01483,0637,2024-11-23,53.9,52.7,USA,3
011254,09840,0618,2024-11-04,56.5,92.3,USA,
011255,06995,0747,2025-08-13,51.6,,USA,3
011256,02216,0015,2024-01-13,13.0,97.7,USA,
011257,04717,0033,2024-01-08,117.0,35.3,Canada,
011258,08620,0502,2025-09-02,39.0,67.4,USA,
011259,05822,0387,2025-09-13,34.9,63.8,USA,3
011260,02538,0263,2025-11-10,38.6,76.2,USA,
011261,06340,0302,2024-07-14,,5.5,USA,
011262,08737,0945,2025-07-29,,94.0,USA,3
011263,04920,0424,2024-10-16,96.4,74.0,USA,
011264,07076,0041,2025-06-21,,31.2,USA,
011265,03766,0244,2024-04-05,64.9,97.6,Canada,
011266,08851,0053,2025-02-21,,68.7,USA,
011267,07083,0568,2024-10-10,42.6,43.1,USA,
011268,02828,0069,2025-12-19,86.9,22.8,USA,
011269,02059,0282,2025-10-16,54.6,12.7,Canada,
011270,07750,0372,2024-12-08,10.3,13.1,USA,
011271,00731,0485,2024-04-09,47.1,78.7,Canada,
011272,01833,0258,2024-04-19,74.8,61.2,Canada,
011273,08601,0306,2024-01-21,38.0,44.9,Canada,
011274,06506,0125,2025-01-17,,29.3,Canada,
011275,07171,0769,2024-10-10,70.6,15.6,USA,
011276,04180,0068,2025-12-26,83.4,23.4,USA,
011277,06300,0924,2024-01-21,78.6,59.0,Canada,
011278,07831,0618,2025-09-28,75.7,,USA,
011279,04803,0376,2025-09-06,57.2,84.0,USA,
011280,06058,0890,2024-10-20,69.1,4.9,Canada,
011281,06616,0058,2025-10-19,27.2,20.0,USA,5
011282,06763,0058,2025-02-11,,16.7,USA,
011283,05544,0138,2024-03-04,37.3,50.4,USA,4
011284,08326,0143,2025-11-12,20.4,81.9,USA,
011285,04884,0274,2025-07-03,41.7,1.4,USA,1
011286,07051,0750,2025-04-26,,38.6,Canada,4
011287,04960,0935,2024-04-29,18.4,2.0,USA,
011288,00667,0703,2024-04-30,23.3,3.9,Canada,
011289,00277,0140,2025-11-09,40.1,21.8,USA,
011290,00882,0200,2024-08-27,63.1,69.8,USA,
011291,02061,0894,2025-07-29,28.9,67.8,USA,
011292,02083,0682,2024-01-04,7.2,14.8,Canada,
011293,06703,0577,2025-12-12,,25.5,Canada,4
011294,09430,0675,2025-11-23,111.6,,USA,
011295,00159,0326,2024-11-22,83.8,91.0,USA,3
011296,05230,0759,2024-03-09,94.9,50.5,USA,
011297,07957,0046,2025-08-06,9.9,27.5,USA,5
011298,07515,0144,2024-03-18,38.9,99.6,USA,
011299,07804,0917,2024-07-02,11.4,69.3,USA,
011300,02527,0567,2025-10-03,22.4,11.0,USA,
011301,08303,0781,2025-01-01,164.3,2.8,USA,
011302,07804,0902,2024-05-30,92.6,64.9,USA,
011303,06575,0359,2024-04-27,1.7,71.7,USA,
011304,08734,0116,2025-01-21,72.6,78.6,USA,2
011305,01139,0413,2025-09-17,47.9,39.7,Canada,
011306,07258,0130,2025-01-12,42.4,85.3,Canada,
011307,03284,0376,2025-05-25,153.1,26.7,USA,
011308,07763,0305,2025-10-19,56.2,1.2,USA,
011309,07897,0836,2024-12-03,,,USA,
011310,02420,0852,2024-12-09,98.0,27.5,Canada,
011311,01757,0049,2025-04-05,,75.9,Canada,
011312,02307,0136,2024-02-16,74.7,5.6,Canada,
011313,07631,0182,2024-11-11,87.3,71.4,USA,5
011314,06264,0002,2024-10-26,506.4,94.0,USA,
011315,09168,0900,2024-08-21,104.4,32.1,USA,
011316,05009,0631,2024-10-01,29.2,69.5,USA,
011317,05248,0489,2024-03-12,42.7,20.3,USA,2
011318,08915,0871,2025-04-11,74.3,66.5,Canada,
011319,02571,0594,2024-10-29,154.0,72.5,USA,
011320,05808,0174,2025-02-09,25.3,42.3,USA,
011321,07813,0545,2025-08-31,31.4,27.8,USA,
011322,00325,0522,2025-03-01,64.0,67.2,Canada,4
011323,07488,0829,2024-05-20,77.5,53.4,USA,
011324,09722,0615,2024-03-04,19.2,23.2,USA,2
011325,05646,0441,2025-09-06,616.0,72.8,Canada,
011326,01946,0082,2024-11-03,79.0,,USA,
011327,04487,0979,2025-03-18,47.9,55.0,Canada,
011328,02431,0991,2025-02-20,125.1,9.1,USA,4
011329,03511,0877,2025-06-19,34.4,77.2,USA,
011330,00846,0719,2024-02-24,135.6,5.8,USA,4
011331,00568,0180,2024-03-13,71.5,33.4,USA,1
011332,02180,0633,2024-10-07,5.0,43.9,USA,
011333,02020,0359,2024-07-27,,,USA,
011334,03320,0738,2024-08-29,37.2,83.1,USA,
011335,02321,0052,2025-10-04,79.9,0.5,USA,4
011336,01647,0084,2024-06-04,68.0,21.7,USA,
011337,03910,0032,2024-05-02,23.7,36.3,USA,
011338,08016,0638,2025-04-13,105.5,30.2,USA,
011339,03421,0384,2024-07-10,103.7,59.4,USA,
011340,00357,0436,2024-10-22,45.5,25.8,USA,
011341,07486,0284,2025-01-16,105.1,61.0,Canada,
011342,03082,0282,2024-08-10,14.7,98.3,USA,5
011343,02281,0423,2024-11-16,34.3,60.3,USA,
011344,04132,0998,2024-09-11,,35.1,USA,
011345,05124,0914,2024-03-22,211.9,99.6,USA,
011346,07423,0622,2024-08-04,83.2,66.0,USA,
011347,02788,0523,2025-11-28,214.9,42.8,USA,3
011348,04210,0235,2024-12-11,15.9,44.5,USA,
011349,06541,0586,2024-05-13,39.1,51.0,Canada,4
011350,09390,0062,2024-11-15,26.9,30.3,USA,
011351,09471,0898,2025-04-20,26.5,69.1,Canada,
011352,00466,0419,2025-04-19,23.2,3.5,USA,
011353,01488,0938,2024-08-01,89.5,47.2,USA,
011354,04943,0609,2024-08-23,16.9,21.0,USA,3
011355,04598,0112,2025-01-04,36.2,40.4,USA,
011356,04537,0014,2024-01-20,26.7,3.1,USA,
011357,00326,0137,2025-12-29,63.2,72.1,USA,
011358,09958,0007,2024-04-18,21.0,1.4,Canada,4
011359,04163,0023,2024-05-24,63.3,4.0,USA,
011360,00304,0313,2024-06-16,73.1,33.5,USA,
011361,05068,0455,2024-01-24,31.9,24.6,USA,
011362,05025,0193,2025-01-22,57.2,14.9,Canada,1
011363,07716,0148,2024-04-14,51.0,83.5,USA,
011364,09633,0569,2025-02-12,65.0,89.3,USA,
011365,08341,0822,2024-02-12,76.6,92.3,Canada,
011366,02632,0942,2024-10-22,18.7,82.5,Canada,
011367,06392,0744,2025-10-23,,8.2,USA,
011368,08288,0355,2025-05-05,130.0,48.1,USA,5
011369,02370,0550,2025-06-13,141.5,50.9,USA,
011370,00529,0815,2024-05-20,,11.3,USA,
011371,04676,0244,2025-08-12,40.6,74.8,USA,
011372,01664,0623,2025-11-08,,0.1,USA,
011373,03365,0008,2025-07-05,29.7,50.7,USA,
011374,02342,0991,2024-02-12,31.5,54.9,USA,
011375,06657,0019,2025-06-02,80.8,86.5,USA,
011376,04906,0965,2024-02-03,102.6,11.0,USA,
011377,08885,0941,2024-12-28,57.2,,USA,
011378,09144,0546,2024-01-05,38.4,87.0,Canada,
011379,05951,0684,2025-03-06,28.4,11.2,USA,
011380,01361,0464,2024-01-20,,95.8,USA,
011381,05128,0263,2025-11-04,27.2,49.7,USA,
011382,05563,0873,2024-10-02,59.2,99.6,USA,1
011383,08731,0021,2025-08-04,536.7,36.3,Canada,
011384,09012,0044,2024-02-26,56.8,72.2,USA,
011385,05778,0281,2024-02-28,74.2,83.4,USA,4
011386,03926,0815,2024-04-11,51.2,43.4,USA,
011387,08464,0130,2024-05-03,105.5,54.3,USA,
011388,08002,0960,2025-12-30,,96.8,USA,
011389,01029,0328,2024-12-06,96.3,78.3,Canada,
011390,06019,0595,2025-06-24,165.5,29.3,Canada,
011391,01243,0106,2024-06-27,103.6,64.4,Canada,5
011392,09334,0613,2025-09-04,83.6,84.3,USA,
011393,08785,0851,2024-04-03,,64.4,Canada,
011394,07120,0693,2024-06-10,79.7,49.1,USA,
011395,09798,0821,2025-08-16,103.8,37.8,USA,
011396,04211,0449,2025-02-20,55.8,54.0,Canada,
011397,06407,0924,2025-04-11,35.9,19.3,USA,3
011398,03378,0872,2025-08-07,,79.8,USA,
011399,04072,0462,2025-09-24,11.7,65.5,USA,
011400,01441,0663,2025-10-20,78.6,80.9,USA,5
011401,03627,0392,2024-05-13,69.5,17.3,USA,
011402,00185,0035,2025-04-23,126.8,97.7,USA,
011403,04997,0479,2025-08-25,85.6,15.4,USA,
011404,08413,0151,2025-05-20,,49.3,USA,
011405,08032,0302,2024-02-09,182.1,68.3,USA,3
011406,05564,0071,2025-01-18,,83.8,USA,
011407,03189,0514,2024-09-19,116.0,50.4,USA,
011408,09286,0211,2025-05-31,85.8,86.0,Canada,
011409,02946,0092,2025-05-11,,70.2,USA,4
011410,06766,0550,2024-07-18,59.7,68.2,USA,
011411,02475,0036,2024-07-16,52.2,34.3,USA,1
011412,06788,0436,2025-03-16,30.3,57.1,USA,
011413,08793,0481,2025-01-08,5.9,52.6,Canada,
011414,09353,0381,2025-09-16,12.4,84.2,USA,
011415,04600,0696,2025-11-26,58.3,37.8,Canada,
011416,06275,0530,2024-07-07,55.2,15.9,USA,
011417,04314,0422,2024-09-13,11.1,75.4,USA,4
011418,02219,0138,2025-01-30,65.6,70.6,USA,
011419,01153,0794,2025-10-25,,36.4,Canada,
011420,00057,0640,2025-11-16,63.6,,USA,
011421,09397,0207,2025-04-24,16.0,46.6,USA,
011422,00144,0315,2024-06-04,27.0,30.4,Canada,
011423,07219,0864,2025-12-12,,78.0,Canada,
011424,08560,0465,2025-06-08,121.1,44.5,Canada,
011425,09675,0769,2024-12-12,,95.9,USA,3
011426,06362,0911,2025-02-04,95.3,45.4,USA,
011427,00616,0602,2024-04-01,53.4,78.0,USA,
011428,08063,0994,2025-06-23,18.0,38.1,USA,
011429,05978,0118,2024-01-11,88.7,73.4,Canada,
011430,09781,0324,2024-02-11,162.1,79.4,USA,
011431,06985,0219,2024-07-09,29.4,73.5,USA,
011432,08891,0936,2025-07-25,38.0,24.1,USA,
011433,04972,0263,2024-11-17,104.6,51.5,USA,2
011434,05782,0164,2024-04-19,32.8,75.6,Canada,
011435,00945,0749,2024-03-20,88.7,62.2,Canada,1
011436,09115,0628,2025-03-20,94.0,96.0,USA,
011437,07079,0221,2025-10-29,71.1,27.5,USA,
011438,01747,0304,2024-11-03,42.5,7.7,USA,
011439,05784,0917,2024-12-06,63.2,78.2,USA,
011440,09752,0828,2025-01-14,57.2,86.8,Canada,
011441,06908,0655,2025-01-25,24.8,17.8,USA,
011442,09276,0519,2025-12-04,13.9,17.7,USA,
011443,08626,0239,2025-11-11,55.2,7.5,Canada,
011444,02927,0874,2025-06-03,0.8,92.0,Canada,
011445,01090,0476,2025-07-11,202.6,51.2,USA,
011446,02958,0701,2024-06-26,229.8,2.3,Canada,
011447,02613,0521,2024-07-27,122.7,9.5,USA,
011448,06048,0693,2024-05-03,28.9,68.4,USA,
011449,06250,0862,2025-02-26,29.1,97.3,USA,
011450,03760,0243,2025-12-10,,47.7,USA,
011451,07719,0249,2025-08-17,,,Canada,
011452,04264,0736,2024-01-31,24.5,81.0,USA,
011453,01903,0620,2024-09-16,,17.4,USA,
011454,02568,0717,2024-01-25,,4.9,USA,
011455,08076,0174,2024-06-12,,50.2,Canada,
011456,02995,0737,2025-02-19,,77.2,USA,
011457,05230,0962,2025-10-01,11.1,57.3,USA,
011458,02011,0084,2025-07-06,70.3,47.6,USA,5
011459,07378,0109,2024-08-19,5.3,37.1,USA,
011460,00831,0918,2025-10-07,126.0,90.1,USA,3
011461,00049,0803,2025-06-07,106.0,72.3,USA,4
011462,04211,0090,2025-10-04,51.0,46.4,USA,
011463,01179,0131,2025-01-02,,58.7,Canada,
011464,05769,0425,2025-05-19,8.7,67.4,Canada,
011465,07879,0819,2025-11-13,61.8,89.5,USA,
011466,00071,0021,2024-12-11,110.9,,Canada,3
011467,07687,0541,2024-05-31,110.6,17.7,USA,
011468,07880,0755,2024-11-19,59.1,87.5,Canada,
011469,05456,0257,2024-09-03,73.4,95.8,USA,5
011470,08259,0149,2024-06-09,7.7,58.4,USA,
011471,05613,0111,2025-01-04,19.7,64.8,Canada,
011472,05770,0837,2025-02-27,636.4,58.3,Canada,
011473,01778,0747,2025-03-17,102.4,28.5,USA,
011474,07381,0579,2024-05-15,17.6,20.2,USA,3
011475,02229,0313,2025-01-29,54.0,95.0,USA,
011476,09982,0602,2024-10-03,57.6,35.9,Canada,
011477,08805,0172,2024-09-10,33.2,74.7,USA,
011478,09815,0668,2025-02-04,23.0,90.5,USA,
011479,08889,0356,2025-12-02,14.1,14.1,USA,
011480,06747,0483,2024-11-17,30.9,47.5,Canada,
011481,06392,0429,2025-12-07,62.3,37.6,USA,
011482,09430,0981,2024-12-29,58.1,24.2,USA,
011483,02407,0062,2024-11-28,13.2,42.3,Canada,
011484,08441,0407,2025-04-15,,79.4,USA,
011485,00638,0898,2024-01-13,26.7,76.4,Canada,
011486,08091,0815,2024-08-03,51.9,91.4,Canada,
011487,00950,0069,2025-04-02,,39.1,USA,4
011488,03588,0323,2024-01-29,18.0,48.7,Canada,
011489,01112,0265,2025-02-23,32.7,26.5,Canada,3
011490,08368,0056,2025-02-03,25.1,60.8,USA,5
011491,00723,0553,2024-09-13,67.6,34.9,USA,
011492,03843,0342,2025-03-31,62.5,85.8,Canada,4
011493,03675,0020,2025-12-03,38.3,,Canada,
011494,04867,0060,2025-11-18,95.3,37.0,USA,3
011495,00703,0553,2025-05-10,17.2,74.0,USA,
011496,02129,0804,2025-11-20,84.5,,USA,1
011497,09119,0324,2024-09-14,,,Canada,
011498,04234,0930,2024-06-20,43.8,31.9,USA,
011499,02518,0864,2024-07-20,82.4,7.1,USA,
011500,01150,0719,2024-10-19,157.9,37.0,USA,5
011501,01879,0143,2025-07-08,,63.4,USA,
011502,09446,0960,2025-08-17,88.4,80.0,Canada,
011503,09676,0465,2024-06-03,21.2,83.3,USA,
011504,00310,0298,2025-11-18,7.5,45.4,USA,
011505,03953,0926,2024-06-23,76.3,29.1,Canada,3
011506,07729,0100,2025-02-23,,73.4,USA,
011507,03050,0013,2024-03-25,82.8,36.0,USA,
011508,05767,0582,2024-07-18,112.7,57.7,Canada,
011509,09757,0799,2025-10-07,25.2,96.6,USA,1
011510,09693,0916,2025-06-22,62.6,,USA,
011511,06413,0400,2024-06-24,79.0,67.8,USA,
011512,04866,0276,2024-05-17,,61.2,USA,
011513,00016,0834,2025-01-15,68.9,65.9,Canada,
011514,00606,0656,2025-03-27,,15.9,USA,
011515,09574,0803,2025-07-09,105.6,64.9,USA,
011516,04909,0190,2025-03-21,120.7,,USA,
011517,08007,0467,2024-09-29,,67.7,USA,
011518,09087,0253,2024-11-05,53.7,47.0,USA,
011519,09760,0167,2024-11-09,83.5,57.1,Canada,
011520,06413,0740,2024-09-26,49.1,21.7,Canada,
011521,08606,0224,2025-06-24,7.7,61.5,USA,1
011522,04121,0431,2025-09-04,49.5,92.4,USA,
011523,08508,0611,2025-04-03,45.5,13.1,Canada,
011524,04667,0757,2024-12-17,5.7,24.0,Canada,
011525,04821,0772,2025-10-05,62.3,33.8,USA,
011526,07836,0801,2024-03-18,12.3,1.1,Canada,
011527,01850,0710,2024-07-01,35.5,2.6,Canada,
011528,01954,0885,2024-03-01,155.8,71.6,USA,
011529,08581,0376,2025-04-17,,69.0,USA,
011530,02770,0928,2024-05-04,491.2,6.4,USA,
011531,03047,0707,2024-04-13,61.7,80.3,USA,
011532,07595,0052,2024-11-27,87.0,3.3,USA,
011533,06841,0789,2024-06-25,41.9,51.5,USA,
011534,05067,0872,2024-10-08,70.2,33.2,USA,
011535,02416,0794,2025-10-12,31.4,65.7,USA,
011536,02390,0559,2024-08-31,135.1,88.8,Canada,
011537,05925,0391,2025-08-07,36.4,67.4,USA,
011538,08496,0871,2024-07-18,,39.8,USA,3
011539,00764,0928,2025-03-15,36.1,17.9,USA,
011540,07542,0101,2024-12-02,61.8,94.6,USA,
011541,00816,0891,2025-12-23,,69.9,USA,
011542,06256,0847,2025-01-27,47.1,20.8,USA,
011543,00878,0260,2024-12-21,45.0,8.3,USA,
011544,07174,0721,2024-02-23,79.5,83.1,USA,
011545,07074,0166,2025-04-21,91.5,41.3,USA,
011546,04799,0761,2024-08-30,47.1,23.9,USA,
011547,06990,0338,2025-05-27,25.8,,Canada,
011548,05040,0721,2025-08-01,73.8,43.3,Canada,3
011549,09772,0362,2024-02-24,110.0,45.7,Canada,4
011550,06325,0885,2025-10-01,75.5,16.9,USA,
011551,09396,0884,2024-12-19,20.2,35.5,USA,
011552,02824,0142,2024-02-13,25.7,64.9,USA,
011553,05288,0052,2024-12-20,15.5,58.7,USA,
011554,03286,0769,2025-01-30,71.7,26.0,Canada,
011555,07434,0417,2025-01-04,13.7,86.0,USA,
011556,06175,0657,2025-08-02,,89.3,Canada,
011557,04827,0672,2024-09-26,41.1,3.2,USA,
011558,03665,0296,2025-10-12,101.1,36.6,USA,
011559,00498,0369,2025-03-01,31.5,35.3,USA,
011560,07642,0682,2024-08-19,9.3,97.2,USA,
011561,04644,0159,2024-08-10,32.6,89.7,Canada,
011562,05057,0614,2024-04-24,,37.9,USA,
011563,00132,0807,2025-11-14,30.0,58.4,USA,
011564,05444,0411,2025-09-02,5.6,99.1,Canada,
011565,00858,0181,2024-01-02,157.0,64.7,USA,3
011566,08713,0816,2024-02-09,,65.3,USA,3
011567,08222,0889,2025-02-07,30.0,34.9,USA,
011568,06148,0337,2024-04-09,28.3,2.7,USA,
011569,04605,0478,2025-05-06,,43.5,Canada,
011570,09453,0743,2025-11-24,99.6,50.3,USA,
011571,01559,0646,2024-11-12,21.5,56.0,Canada,
011572,00016,0441,2024-12-31,136.9,56.5,Canada,4
011573,03606,0715,2024-10-09,17.7,62.5,USA,
011574,01608,0902,2024-01-23,36.6,96.1,Canada,1
011575,05936,0222,2024-02-21,45.4,18.4,USA,
011576,02017,0082,2024-01-05,,46.3,USA,
011577,03575,0809,2024-10-25,53.3,61.9,USA,
011578,07275,0388,2024-12-28,46.1,95.7,USA,1
011579,09936,0480,2025-05-26,36.1,78.2,Canada,4
011580,03792,0521,2025-09-30,113.0,64.7,USA,
011581,06407,0067,2025-02-02,46.6,83.8,USA,
011582,01089,0539,2024-09-28,111.8,7.7,USA,
011583,01362,0323,2024-10-22,48.4,68.8,USA,
011584,04474,0046,2025-03-06,94.6,62.8,USA,
011585,05295,0475,2024-08-30,35.8,6.1,USA,
011586,07107,0693,2024-03-05,50.8,80.3,USA,2
011587,07320,0184,2024-12-02,77.4,3.2,USA,
011588,08668,0185,2025-07-27,106.1,,USA,
011589,09482,0996,2024-12-13,71.8,23.5,USA,
011590,08521,0461,2024-10-27,95.8,92.9,USA,
011591,01187,0894,2024-01-09,,40.1,USA,
011592,03415,0624,2025-02-13,58.3,63.6,USA,
